Date,Close,High,Low,Open,Volume,Ticker
2024-05-31,194.25917053222656,194.901490452382,190.15598249141297,191.06673418033685,14417900,JPM
2024-06-03,193.4826202392578,194.05782485993137,190.96126349809424,193.95236848520958,6444300,JPM
2024-06-04,190.9324951171875,193.63599035399542,190.0888441586559,191.89118406881616,6848300,JPM
2024-06-05,189.1110076904297,191.56526408846938,188.78505690537415,191.50773045425237,8351600,JPM
2024-06-06,188.77548217773438,189.8396277088891,187.26075158024344,189.11101459986781,7640300,JPM
2024-06-07,191.68988037109375,192.61980995746194,188.8713321096013,189.2739797714667,6964500,JPM
2024-06-10,191.3639373779297,192.54312090911645,190.24227285385908,191.0092270817566,6070800,JPM
2024-06-11,186.330810546875,189.76291921555642,185.60221211085312,189.73415971337363,9235300,JPM
2024-06-12,183.61773681640625,188.5933359833063,183.406824027288,187.9030786059077,12751300,JPM
2024-06-13,185.6597442626953,186.54173652510667,182.99458959650315,184.37510431277676,8587800,JPM
2024-06-14,185.77474975585938,186.81013561179884,183.51224317327302,183.54100267245747,6874000,JPM
2024-06-17,186.9252166748047,187.50043604788635,184.68188745097152,185.4871828705368,8725400,JPM
2024-06-18,188.86175537109375,189.78210335662163,186.11032229627904,186.5609073499265,9023000,JPM
2024-06-20,190.4627685546875,191.21054490916163,188.00852671144565,188.276958498773,8731100,JPM
2024-06-21,188.190673828125,189.0247286665629,186.19659873864725,188.58373987114496,20972100,JPM
2024-06-24,190.66409301757812,190.99962542574337,188.957627588703,189.6382886582382,9785900,JPM
2024-06-25,189.8875732421875,191.8049516055998,189.57120405681215,189.9067364933477,6862500,JPM
2024-06-26,189.2740020751953,189.76294293027502,188.17151534458446,189.29317995519202,7758600,JPM
2024-06-27,190.94210815429688,191.6036059802996,188.76587978010525,189.28358009107907,7913500,JPM
2024-06-28,193.90444946289062,194.2304148700683,191.06673795740363,191.74739901722398,15307600,JPM
2024-07-01,196.9626922607422,198.53494195599288,194.28795584220356,194.46051287571873,10205800,JPM
2024-07-02,200.20303344726562,200.2317929481146,196.31075829574527,196.80926606274986,7802900,JPM
2024-07-03,200.06883239746094,201.68901933140828,199.07178753267723,200.893305615925,5560900,JPM
2024-07-05,197.41783142089844,199.90495668701004,197.15756164535284,199.53864617381842,8093100,JPM
2024-07-08,197.7841339111328,199.45185194834565,196.62733535762965,197.65880904209365,8707000,JPM
2024-07-09,200.15557861328125,202.20889121555817,198.05404829847083,198.22757616752443,9058900,JPM
2024-07-10,200.31947326660156,200.48335172261358,198.17938920186893,198.71922757684789,8328500,JPM
